Column1|name|pos|team|overallRank|positionRank|passAtt|passComp|passIncomp|passYds|passTds|passInt|rushAtt|rushYds|rushTds|rec|recYds|recTds|returnTds|twoPts|fumbles|cost|risk|sdPts|sdPick|passAttPts|passCompPts|passIncompPts|passYdsPts|passTdsPts|passIntPts|rushAttPts|rushYdsPts|rushTdsPts|recPts|recYdsPts|recTdsPts|twoPtsPts|fumblesPts|projectedPts|upside|projectedCost|
372|Ronnie Brown|RB|HOU|369|102|0|0|0|0|0|0|22.00001318|85.50004634|1.4|11.23459217|57.24840527|0|0|0|0|1|4.522323773|14.47972339|NA|0|0|0|0|0|0|0|8.550004634|8.4|0|5.724840527|0|0|0|22.67484516|37.15456856|1|
373|Isaiah Crowell|RB|CLE|367|101|0|0|0|0|0|0|35.99999199|144.9999786|0.6|6.748010796|47.97665552|0|0|0|0|1|3.687085627|15.91730524|8.4|0|0|0|0|0|0|0|14.49999786|3.6|0|4.797665552|0|0|0|22.89766341|38.81496865|1|
374|Davone Bess|WR|NA|385|166|0|0|0|0|0|0|0|0|0|29.5|228|0|0|0|1.475|1|5.434919637|20.31724944|NA|0|0|0|0|0|0|0|0|0|0|22.8|0|0|-2.95|19.85|40.16724944|1|
375|Dennis Johnson|RB|HOU|372|103|0|0|0|0|0|0|0|146.2735828|0|0|74.9|0|0|0|0|1|4.116495758|11.88379709|NA|0|0|0|0|0|0|0|14.62735828|0|0|7.49|0|0|0|22.11735828|34.00115538|1|
376|Jaron Brown|WR|ARI|380|164|0.05|0.015|0.02|0|0|0|0|0|0|11.70488631|134.499946|1.17|0|0|0|1|4.480554986|14.21254447|NA|0|0|0|0|0|0|0|0|0|0|13.4499946|7.02|0|0|20.4699946|34.68253907|1|
377|Rishard Matthews|WR|MIA|384|165|0|0|0|0|0|0|0|0|0|12.49995153|145.75|0.900040248|0|0|0|1|4.151811525|12.10969852|NA|0|0|0|0|0|0|0|0|0|0|14.575|5.400241488|0|0|19.97524149|32.08494001|1|
378|Kealoha Pilares|WR|CAR|386|167|0|0|0|0|0|0|0|0|0|9|151.4|0.765|0|0|0.065|1|4.105534729|11.81368359|NA|0|0|0|0|0|0|0|0|0|0|15.14|4.59|0|-0.13|19.6|31.41368359|1|
379|Robert Housler|TE|ARI|401|67|0|0|0|0|0|0|0|0|0|16|182.3|0|0|0|0|1|4.153695845|12.1217518|NA|0|0|0|0|0|0|0|0|0|0|18.23|0|0|0|18.23|30.3517518|1|
380|Kirk Cousins|QB|WAS|353|45|67.8|40.05|28|455|2.849946837|2.249973251|4|13.24626202|0|0|0|0|0|0|0.500009605|1|4.741001214|15.87851919|NA|0|0|0|18.2|11.39978735|-4.499946502|0|1.324626202|0|0|0|0|0|-1.00001921|25.42444784|41.30296703|1|
381|Tony Moeaki|TE|BUF|392|65|0|0|0|0|0|0|0|0|0|9.150039747|130.3271019|1.000012681|0|0|0|1|4.372117635|13.51891229|NA|0|0|0|0|0|0|0|0|0|0|13.03271019|6.000076085|0|0|19.03278628|32.55169857|1|
382|Lache Seastrunk|RB|WAS|375|105|0|0|0|0|0|0|27.2|127|1.000077913|3.500042846|28.00008064|0|0|0|0|1|4.457068828|14.06231252|NA|0|0|0|0|0|0|0|12.7|6.000467477|0|2.800008064|0|0|0|21.50047554|35.56278806|1|
383|Josh Hill|TE|NO|390|64|0|0|0|0|0|0|1|0|0|9.15|110|1.4|0|0|0|1|3.854796189|10.20980523|NA|0|0|0|0|0|0|0|0|0|0|11|8.4|0|0|19.4|29.60980523|1|
384|Anthony Sherman|RB|KC|389|111|0|0|0|0|0|0|4.446166467|12.2499665|0.388537985|12.27060653|99.00000289|0.999965572|0|0|0|1|3.750046064|9.539758819|NA|0|0|0|0|0|0|0|1.22499665|2.331227908|0|9.900000289|5.99979343|0|0|19.45601828|28.9957771|1|
385|Damian Williams|WR|MIA|395|169|0|0|0|0|0|0|0|0|0|12.7670729|126.9999504|1.000067929|0|0|0|1|4.494699367|14.30302066|NA|0|0|0|0|0|0|0|0|0|0|12.69999504|6.000407571|0|0|18.70040261|33.00342327|1|
386|Kyle Williams|WR|KC|399|170|0|0|0|0|0|0|0|0|0|11.50003957|140.0000503|0.718547541|0|0|0|1|4.247164037|12.719632|NA|0|0|0|0|0|0|0|0|0|0|14.00000503|4.311285245|0|0|18.31129027|31.03092228|1|
387|Kevin Walter|WR|NA|400|171|0|0|0|0|0|0|0|0|0|13.75|154.5|0.6|0|0|0.37|1|4.922396916|17.03883799|NA|0|0|0|0|0|0|0|0|0|0|15.45|3.6|0|-0.74|18.31|35.34883799|1|
388|Daniel Herron|RB|IND|373|104|0|0|0|0|0|0|31.99188353|134.5|1.249994427|3|20.19998814|0|0|0|0.65|1|4.137842476|12.02034387|NA|0|0|0|0|0|0|0|13.45|7.49996656|0|2.019998814|0|0|-1.3|21.66996537|33.69030924|1|
389|John Kuhn|RB|GB|381|107|0|0|0|0|0|0|9.500017438|37.1|1.085379519|9.999951031|71|0.750048613|0|0|0.713960761|1|4.1142864|11.86966468|NA|0|0|0|0|0|0|0|3.71|6.512277116|0|7.1|4.500291678|0|-1.427921521|20.39464727|32.26431195|1|
390|Mikel Leshoure|RB|DET|379|106|0|0|0|0|0|0|18.53266408|93.97035066|1.499926118|6.500071833|44.49990929|0|0|0|0.858441578|1|4.916661824|17.0021528|NA|0|0|0|0|0|0|0|9.397035066|8.999556705|0|4.449990929|0|0|-1.716883156|21.12969954|38.13185235|1|
391|Marcus Harris|WR|NYG|394|168|0|0|0|0|0|0|0|0|0|7.15|97.75|1.5|0|0|0|1|4.211980358|12.49457549|NA|0|0|0|0|0|0|0|0|0|0|9.775|9|0|0|18.775|31.26957549|1|
392|Thad Lewis|QB|BUF|366|46|63|38|25|432|2|1|8|18|0|0|0|0|0|0|1|1|4.012115562|11.21611698|NA|0|0|0|17.28|8|-2|0|1.8|0|0|0|0|0|-2|23.08|34.29611698|1|
393|Kellen Davis|TE|NYG|398|66|0|0|0|0|0|0|0|0|0|9.999984741|99.99993253|1.413664655|0|0|0|1|4.274464457|12.89426233|NA|0|0|0|0|0|0|0|0|0|0|9.999993253|8.48198793|0|0|18.48198118|31.37624352|1|
394|Justin Forsett|RB|BAL|383|108|0|0|0|0|0|0|30.54995763|132.0935081|0.799960907|2.999977935|19.88127844|0|0|0|0|1|4.496211772|14.31269493|NA|0|0|0|0|0|0|0|13.20935081|4.799765443|0|1.988127844|0|0|0|19.9972441|34.30993903|1|
395|Josh Cooper|WR|CLE|405|173|0|0|0|0|0|0|0|0|0|11|138.5|0.5|0|0|0|1|4.192638469|12.37085284|NA|0|0|0|0|0|0|0|0|0|0|13.85|3|0|0|16.85|29.22085284|1|
396|Demetrius Harris|TE|KC|403|68|0|0|0|0|0|0|0|0|0|10.50000043|113.1999617|1|0|0|0|1|3.674392622|9.055832743|NA|0|0|0|0|0|0|0|0|0|0|11.31999617|6|0|0|17.31999617|26.37582892|1|
397|Anthony Dixon|RB|BUF|387|109|0|0|0|0|0|0|23.49995644|90.00001683|1.500054111|1.999979429|15.32128189|0|0|0|0|1|4.155978667|12.13635413|NA|0|0|0|0|0|0|0|9.000001683|9.000324669|0|1.532128189|0|0|0|19.53245454|31.66880867|1|
398|Jonas Gray|RB|NE|388|110|0|0|0|0|0|0|30|120|1|2|15|0|0|0|0|1|3.782913623|9.75|NA|0|0|0|0|0|0|0|12|6|0|1.5|0|0|0|19.5|29.25|1|
399|Storm Johnson|RB|JAC|393|113|0|0|0|0|0|0|28.75|113.7|0.749917729|4.524072049|31.3|0|0|0|0|1|5.616820004|10.96216552|26.3|0|0|0|0|0|0|0|11.37|4.499506376|0|3.13|0|0|0|18.99950638|29.9616719|1|
400|LaRod Stephens-Howling|RB|NA|391|112|0|0|0|0|0|0|19.4|111|0.85|7.1|33|0|0|0|0.23|1|3.856042372|10.21777658|NA|0|0|0|0|0|0|0|11.1|5.1|0|3.3|0|0|-0.46|19.04|29.25777658|1|
401|Jackie Battle|RB|TEN|397|115|0|0|0|0|0|0|22|96.625|1.000037069|4|29.24999333|0|0|0|0|1|4.795032231|16.2241349|NA|0|0|0|0|0|0|0|9.6625|6.000222415|0|2.924999333|0|0|0|18.58772175|34.81185665|1|
402|Dion Sims|TE|MIA|407|69|0|0|0|0|0|0|0|0|0|11.00004702|111.2992748|0.900000843|0|0|0.02|1|3.573972054|8.413480849|NA|0|0|0|0|0|0|0|0|0|0|11.12992748|5.400005061|0|-0.04|16.48993254|24.90341339|1|
403|Brandon Tate|WR|CIN|404|172|0|0|0|0|0|0|0|0|0|5.004552811|74|1.15|0.5|0|0|1|3.932231043|10.70512632|NA|0|0|0|0|0|0|0|0|0|0|7.4|6.9|0|0|17.3|28.00512632|1|
404|Dion Lewis|RB|CLE|396|114|0|0|0|0|0|0|27.7000654|116.4999573|0.745053933|5.15005291|37.64997791|0|0|0|0.6|1|4.07910088|11.64459639|NA|0|0|0|0|0|0|0|11.64999573|4.4703236|0|3.764997791|0|0|-1.2|18.68531712|30.3299135|1|
405|Juron Criner|WR|OAK|412|174|0|0|0|0|0|0|0|0|0|9.999936508|128.1063516|0.5|0|0|0|1|4.310192015|13.12279783|NA|0|0|0|0|0|0|0|0|0|0|12.81063516|3|0|0|15.81063516|28.93343299|1|
406|Jim Dray|TE|CLE|409|70|0|0|0|0|0|0|3|8|0|9.500040816|108.1500845|0.826590933|0|0|0.115|1|3.930736703|10.6955676|NA|0|0|0|0|0|0|0|0.8|0|0|10.81500845|4.959545598|0|-0.23|16.34455405|27.04012165|1|
407|Charles Sims|RB|TB|402|116|0|0|0|0|0|0|18.46160903|84.99995806|0.729383687|9.09313796|72.2999935|0|0|0|1|1|4.485702269|15.37009195|14.9|0|0|0|0|0|0|0|8.499995806|4.376302121|0|7.22999935|0|0|-2|18.10629728|33.47638923|1|
408|Vance McDonald|TE|SF|413|71|0|0|0|0|0|0|0|0|0|8.000000921|100.5|0.94998912|0|0|0|1|4.132088541|11.98353815|NA|0|0|0|0|0|0|0|0|0|0|10.05|5.699934718|0|0|15.74993472|27.73347287|1|
409|Fozzy Whittaker|RB|CAR|410|119|0|0|0|0|0|0|17.00562276|70.1000202|0.521431172|8.14515898|62.00002462|0|0|0|0|1|4.145558374|12.06969951|NA|0|0|0|0|0|0|0|7.01000202|3.128587032|0|6.200002462|0|0|0|16.33859151|28.40829102|1|
410|Jed Collins|RB|DET|408|118|0|0|0|0|0|0|7|37.29604689|0.65|6.50002807|51.875|0.595185092|0|0|0|1|3.638468139|8.826037592|NA|0|0|0|0|0|0|0|3.729604689|3.9|0|5.1875|3.571110551|0|0|16.38821524|25.21425283|1|
411|Zach Mettenberger|QB|TEN|382|48|54|31.50000662|21.5|337.5000328|2.999943473|2.499940272|2.349996931|6.100071818|0|0|0|0|0|0|0.4|1|4.523417401|14.48671892|NA|0|0|0|13.50000131|11.99977389|-4.999880543|0|0.610007182|0|0|0|0|0|-0.8|20.30990184|34.79662076|1|
412|Bruce Miller|RB|SF|418|122|0|0|0|0|0|0|5.999999517|13.70001711|0.386666667|14.00004744|109.0000323|0|0|0|0|1|3.754646215|9.569184222|NA|0|0|0|0|0|0|0|1.370001711|2.32|0|10.90000323|0|0|0|14.59000494|24.15918916|1|
413|Willis McGahee|RB|NA|406|117|0|0|0|0|0|0|0|92.5|1|0|13.5|0|0|0|0|1|3.556231293|8.3|NA|0|0|0|0|0|0|0|9.25|6|0|1.35|0|0|0|16.6|24.9|1|
414|Charlie Whitehurst|QB|TEN|374|47|84.70004308|50.23015574|37.44995868|477.0000603|2.419512495|3.01816867|10.50001669|22.725|0|0|0|0|0|0|1.734577959|1|6.024022144|24.08551244|NA|0|0|0|19.08000241|9.67804998|-6.03633734|0|2.2725|0|0|0|0|0|-3.469155917|21.52505913|45.61057158|1|
415|Logan Paulsen|TE|WAS|416|72|0|0|0|0|0|0|0|0|0|10.04999745|111.5|0.999995894|0|0|1.09|1|4.158630115|12.15331443|NA|0|0|0|0|0|0|0|0|0|0|11.15|5.999975361|0|-2.18|14.96997536|27.12328979|1|
416|Allen Reisner|TE|MIN|423|74|0|0|0|0|0|0|0|0|0|11.35|116.65|0.385|0|0|0.085|1|3.769604927|9.664869373|NA|0|0|0|0|0|0|0|0|0|0|11.665|2.31|0|-0.17|13.805|23.46986937|1|
417|Gary Barnidge|TE|CLE|422|73|0|0|0|0|0|0|0|0|0|8|93.49993525|0.8|0|0|0|1|3.623592807|8.730885789|NA|0|0|0|0|0|0|0|0|0|0|9.349993525|4.8|0|0|14.14999353|22.88087931|1|
418|Darrel Young|RB|WAS|417|121|0|0|0|0|0|0|8.201283414|31.5|0.13|6.370420084|61|0.814988869|0|0|0|1|4.171717629|12.23703024|NA|0|0|0|0|0|0|0|3.15|0.78|0|6.1|4.889933214|0|0|14.91993321|27.15696345|1|
419|Tavarres King|WR|CAR|428|176|0|0|0|0|0|0|0|0|0|8|110|0.4|0|0|0|1|3.852121913|10.19269891|NA|0|0|0|0|0|0|0|0|0|0|11|2.4|0|0|13.4|23.59269891|1|
420|Dane Sanzenbacher|WR|CIN|426|175|0|0|0|0|0|0|0|0|0|8.367994655|90.74997032|0.774486406|0|0|0|1|3.399491396|7.29739494|NA|0|0|0|0|0|0|0|0|0|0|9.074997032|4.646918435|0|0|13.72191547|21.01931041|1|
421|Antone Smith|RB|ATL|415|120|0|0|0|0|0|0|14.73195652|72.50002459|1.0000134|2.508527107|18.01111111|0|0|0|0|1|3.671353623|9.036393432|NA|0|0|0|0|0|0|0|7.250002459|6.000080397|0|1.801111111|0|0|0|15.05119397|24.0875874|1|
422|Michael Hoomanawanui|TE|NE|430|75|0|0|0|0|0|0|0|0|0|6.999978125|86.4|0.742914503|0|0|0|1|3.628447206|8.761937519|NA|0|0|0|0|0|0|0|0|0|0|8.64|4.457487015|0|0|13.09748702|21.85942453|1|
423|Daryl Richardson|RB|NYJ|424|123|0|0|0|0|0|0|19.72763042|80.43884721|0|6.109294989|62.33618225|0|0|0|0.25|1|4.233065743|12.62945062|NA|0|0|0|0|0|0|0|8.043884721|0|0|6.233618225|0|0|-0.5|13.77750295|26.40695356|1|
424|Bruce Ellington|WR|SF|434|178|0|0|0|0|0|0|0|0|0|7.000034069|119.8345188|0|0|0|0|1|4.201479488|12.42740545|NA|0|0|0|0|0|0|0|0|0|0|11.98345188|0|0|0|11.98345188|24.41085733|1|
425|Plaxico Burress|WR|PIT|429|177|0|0|0|0|0|0|0|0|0|5.2|76|0.93|0|0|0.04|1|3.288902477|6.59|NA|0|0|0|0|0|0|0|0|0|0|7.6|5.58|0|-0.08|13.1|19.69|1|
426|Erik Lorig|RB|NO|427|125|0|0|0|0|0|0|5|19.86274556|0|8.25|55.625|1|0|0|0|1|3.615189718|8.677134448|NA|0|0|0|0|0|0|0|1.986274556|0|0|5.5625|6|0|0|13.54877456|22.225909|1|
427|Lavelle Hawkins|WR|TB|436|179|0|0|0|0|0|0|0|0|0|9|118.3647458|0|0|0|0|1|3.262276993|6.419686982|NA|0|0|0|0|0|0|0|0|0|0|11.83647458|0|0|0|11.83647458|18.25616157|1|
428|Marion Grice|RB|SD|425|124|0|0|0|0|0|0|11.5|76.50004122|0.4|4.140500069|36.99998029|0|0|0|0|1|4.320855279|13.19100664|NA|0|0|0|0|0|0|0|7.650004122|2.4|0|3.699998029|0|0|0|13.75000215|26.94100879|1|
429|Matt Flynn|QB|GB|414|50|27.40003044|18.75|10.5864913|222.0499444|1.650046593|1.000064526|3.58592267|19.79594146|0|0|0|0|0|0|0|1|4.427698782|13.87444359|NA|0|0|0|8.881997775|6.600186371|-2.000129052|0|1.979594146|0|0|0|0|0|0|15.46164924|29.33609283|1|
430|James Hanna|TE|DAL|432|76|0|0|0|0|0|0|0|0|0|8.5|76.5|0.815535014|0|0|0|1|3.614151042|8.670490439|NA|0|0|0|0|0|0|0|0|0|0|7.65|4.893210081|0|0|12.54321008|21.21370052|1|
431|Matt McGloin|QB|OAK|411|49|0|0|0|261.6547325|2.068008699|1.728312525|0|7.42756509|0|0|0|0|0|0|0|1|3.645679079|8.872163209|NA|0|0|0|10.4661893|8.272034798|-3.456625051|0|0.742756509|0|0|0|0|0|0|16.02435555|24.89651876|1|
432|Ricardo Lockette|WR|SEA|439|181|0|0|0|0|0|0|0|0|0|10.74372743|113.9999443|0|0|0|0|1|3.603009892|8.599224771|NA|0|0|0|0|0|0|0|0|0|0|11.39999443|0|0|0|11.39999443|19.9992192|1|
433|Frank Summers|RB|BUF|431|126|0|0|0|0|0|0|5.800476518|26.00001328|0.47844422|5.182382259|46.49998434|0.489583333|0|0|0|1|3.504676759|7.970225399|NA|0|0|0|0|0|0|0|2.600001328|2.870665323|0|4.649998434|2.9375|0|0|13.05816508|21.02839048|1|
434|Rhett Ellison|TE|MIN|433|77|0|0|0|0|0|0|0|0|0|7.499948416|77.35724386|0.79216205|0|0|0.1|1|3.271889525|6.481174662|NA|0|0|0|0|0|0|0|0|0|0|7.735724386|4.752972297|0|-0.2|12.28869668|18.76987135|1|
435|Jordan Palmer|QB|CHI|420|52|59.316617|35.8265002|23.4901168|398.9286186|0|0|0|0|0|0|0|0|0|0|0.8|1|3.731563521|9.421533073|NA|0|0|0|15.95714475|0|0|0|0|0|0|0|0|0|-1.6|14.35714475|23.77867782|1|
436|Virgil Green|TE|DEN|435|78|0|0|0|0|0|0|1|2|0|8.499935174|66.00003783|0.850594459|0|0|0|1|3.300498582|6.664175837|NA|0|0|0|0|0|0|0|0.2|0|0|6.600003783|5.103566757|0|0|11.90357054|18.56774638|1|
437|Joseph Morgan|WR|NO|444|182|0|0|0|0|0|0|0.5|0.5|0|5|105|0|0|0|0|1|4.820931678|16.38980374|NA|0|0|0|0|0|0|0|0.05|0|0|10.5|0|0|0|10.55|26.93980374|1|
438|Jimmy Clausen|QB|CHI|419|51|35|23.25|15.6|266.75|1.600067821|1.549974492|1.999990953|4.125369479|0|0|0|0|0|0|0|1|3.729157153|9.406140459|NA|0|0|0|10.67|6.400271286|-3.099948985|0|0.412536948|0|0|0|0|0|0|14.38285925|23.78899971|1|
439|Cyrus Gray|RB|KC|442|128|0|0|0|0|0|0|11.99996697|49.36906726|0|7.999950108|61.25586693|0|0|0|0|1|3.7531655|9.559712656|NA|0|0|0|0|0|0|0|4.936906726|0|0|6.125586693|0|0|0|11.06249342|20.62220608|1|
440|Tevin Reese|WR|SD|447|184|0|0|0|0|0|0|0|0|0|7.65|98|0|0|0|0|1|3.805538492|9.894722619|NA|0|0|0|0|0|0|0|0|0|0|9.8|0|0|0|9.8|19.69472262|1|
441|Domenik Hixon|WR|NA|446|183|0|0|0|0|0|0|0|0|0|0|100.9224003|0|0|0|0.135|1|3.072925223|5.208476265|NA|0|0|0|0|0|0|0|0|0|0|10.09224003|0|0|-0.27|9.822240033|15.0307163|1|
442|Brandon Weeden|QB|DAL|421|53|35.00005192|24.00003666|14.79937054|283.5926638|1.599966431|1.674199901|2.499976675|9.000000077|0|0|0|0|0|0|0.5|1|4.390581879|13.63702098|NA|0|0|0|11.34370655|6.399865724|-3.348399802|0|0.900000008|0|0|0|0|0|-1|14.29517248|27.93219347|1|
443|Taylor Thompson|TE|TEN|449|79|0|0|0|0|0|0|0|0|0|8.999980535|96.45003044|0|0|0|0|1|4.134159193|11.99678332|NA|0|0|0|0|0|0|0|0|0|0|9.645003044|0|0|0|9.645003044|21.64178636|1|
444|Jeremy Ross|WR|DET|438|180|0|0|0|0|0|0|0|7.110877999|0|3.400042791|39.49992999|0|1.3|0|0.5|1|2.799021045|3.456416196|NA|0|0|0|0|0|0|0|0.7110878|0|0|3.949992999|0|0|-1|11.4610808|14.91749699|1|
445|Mike Gillislee|RB|MIA|440|127|0|0|0|0|0|0|22.4134762|94.96331521|0|2.500010738|18.24940886|0|0|0|0|1|3.626245072|8.747851311|NA|0|0|0|0|0|0|0|9.496331521|0|0|1.824940886|0|0|0|11.32127241|20.06912372|1|
446|Jorvorskie Lane|RB|TB|445|129|0|0|0|0|0|0|6.84762531|22.23118228|0.507473096|6.779404682|50.65182572|0|0|0|0|1|3.804353802|9.887144612|NA|0|0|0|0|0|0|0|2.223118228|3.044838575|0|5.065182572|0|0|0|10.33313937|20.22028399|1|
447|Myles White|WR|GB|459|185|0|0|0|0|0|0|0|0|0|7.299955127|86.95|0|0|0|0|1|3.95387072|10.84354704|NA|0|0|0|0|0|0|0|0|0|0|8.695|0|0|0|8.695|19.53854704|1|
448|Dante Rosario|TE|CHI|450|80|0|0|0|0|0|0|0|0|0|4.50000564|45.7|0.831899374|0|0|0|1|3.10457209|5.410909145|NA|0|0|0|0|0|0|0|0|0|0|4.57|4.991396243|0|0|9.561396243|14.97230539|1|
449|Jason Campbell|QB|CIN|437|54|24.89082292|16.44241097|11.17221929|208.2499751|1.149975916|0.999917433|1.000013778|6.500095867|0|0|0|0|0|0|0|1|5.082217771|18.06115076|NA|0|0|0|8.329999002|4.599903663|-1.999834865|0|0.650009587|0|0|0|0|0|0|11.58007739|29.64122814|1|
450|Darius Johnson|WR|ATL|462|186|0|0|0|0|0|0|0|0|0|7.5|83.5|0|0|0|0|1|3.462107398|7.697925509|NA|0|0|0|0|0|0|0|0|0|0|8.35|0|0|0|8.35|16.04792551|1|
451|Naaman Roosevelt|WR|BUF|463|187|0|0|0|0|0|0|0|0|0|6|83.3|0|0|0|0|1|2.909795823|4.165|NA|0|0|0|0|0|0|0|0|0|0|8.33|0|0|0|8.33|12.495|1|
452|Brian Tyms|WR|CLE|464|188|0|0|0|0|0|0|0.5|1|0|7|82|0|0|0|0|1|3.419244142|7.423745685|NA|0|0|0|0|0|0|0|0.1|0|0|8.2|0|0|0|8.3|15.72374569|1|
453|Josh Boyce|WR|NE|466|189|0|0|0|0|0|0|0|0|0|4.999941832|81.75|0|0|0|0|1|3.367703166|7.094057813|NA|0|0|0|0|0|0|0|0|0|0|8.175|0|0|0|8.175|15.26905781|1|
454|James Casey|TE|PHI|458|81|0|0|0|0|0|0|0|0|0|5.500052427|58|0.484246599|0|0|0|1|3.191372449|5.966137779|NA|0|0|0|0|0|0|0|0|0|0|5.8|2.905479591|0|0|8.705479591|14.67161737|1|
455|Thaddeus Lewis|QB|BUF|441|55|31.999985|14.00002219|13.49999|164.9999582|1.499947667|1.000038374|1.999939736|5.500002534|0|0|0|0|0|0|0|1|4.167889083|12.2125405|NA|0|0|0|6.599998329|5.999790668|-2.000076748|0|0.550000253|0|0|0|0|0|0|11.1497125|23.362253|1|
456|Orson Charles|RB|CIN|454|133|0|0|0|0|0|0|2.3|10.5|0.8|2.599960002|33.5|0|0|0|0|1|3.009433365|4.802343178|NA|0|0|0|0|0|0|0|1.05|4.8|0|3.35|0|0|0|9.2|14.00234318|1|
457|Clyde Gates|WR|NYJ|467|190|0|0|0|0|0|0|0|0|0|7.839108104|79.99998066|0|0|0|0|1|3.119953392|5.509297445|NA|0|0|0|0|0|0|0|0|0|0|7.999998066|0|0|0|7.999998066|13.50929551|1|
458|Edwin Baker|RB|CLE|452|131|0|0|0|0|0|0|14.89999804|64.10003077|0|4.375897924|28.41553259|0|0|0|0|1|7.603730085|34.19029882|NA|0|0|0|0|0|0|0|6.410003077|0|0|2.841553259|0|0|0|9.251556336|43.44185516|1|
459|Ryan Williams|RB|DAL|448|130|0|0|0|0|0|0|19.25000049|80.89996437|0|3.499938823|24.49997742|0|0|0|0.4|1|3.359626307|7.042393241|NA|0|0|0|0|0|0|0|8.089996437|0|0|2.449997742|0|0|-0.8|9.739994179|16.78238742|1|
460|Alan Bonner|WR|HOU|468|191|0|0|0|0|0|0|0|0|0|5.25|79.15|0|0|0|0|1|3.365410299|7.079391217|NA|0|0|0|0|0|0|0|0|0|0|7.915|0|0|0|7.915|14.99439122|1|
461|Greg Salas|WR|NYJ|468|191|0|0|0|0|0|0|0|0|0|5.65|79.15|0|0|0|0|1|3.365410299|7.079391217|NA|0|0|0|0|0|0|0|0|0|0|7.915|0|0|0|7.915|14.99439122|1|
462|LaMichael James|RB|SF|453|132|0|0|0|0|0|0|10.99999655|65.49995106|0|3.999922691|26.60569478|0|0|0|0|1|3.451122892|7.62766183|NA|0|0|0|0|0|0|0|6.549995106|0|0|2.660569478|0|0|0|9.210564584|16.83822641|1|
463|Brice Butler|WR|OAK|470|193|0|0|0|0|0|0|0|0|0|6.239206528|79.39453891|0|0|0|0.045|1|3.546371989|8.236933809|NA|0|0|0|0|0|0|0|0|0|0|7.939453891|0|0|-0.09|7.849453891|16.0863877|1|
464|Tommy Bohanon|RB|NYJ|465|137|0|0|0|0|0|0|5.499998763|23.775|0|8.5|59.1|0|0|0|0|1|3.244027767|6.302953673|NA|0|0|0|0|0|0|0|2.3775|0|0|5.91|0|0|0|8.2875|14.59045367|1|
465|Damien Williams|RB|MIA|455|134|0|0|0|0|0|0|8.767103495|72.50002444|0|0|19.30351349|0|0|0|0|1|3.636976684|8.81649732|NA|0|0|0|0|0|0|0|7.250002444|0|0|1.930351349|0|0|0|9.180353793|17.99685111|1|
466|Crockett Gillmore|TE|BAL|472|82|0|0|0|0|0|0|0|0|0|6.999977701|77.00006653|0|0|0|0|1|3.437266544|7.539028084|NA|0|0|0|0|0|0|0|0|0|0|7.700006653|0|0|0|7.700006653|15.23903474|1|
467|David Paulson|TE|PIT|475|83|0|0|0|0|0|0|0|0|0|6.972961798|76.75|0|0|0|0|1|3.62861042|8.762981539|NA|0|0|0|0|0|0|0|0|0|0|7.675|0|0|0|7.675|16.43798154|1|
468|Daniel Fells|TE|NYG|478|84|0|0|0|0|0|0|0|0|0|7.949948615|76.125|0|0|0|0|1|3.282585403|6.549592099|NA|0|0|0|0|0|0|0|0|0|0|7.6125|0|0|0|7.6125|14.1620921|1|
469|Stanley Havili|RB|IND|476|141|0|0|0|0|0|0|4.499990536|12.74997157|0|9.000013449|64|0|0|0|0|1|3.27139719|6.478025387|NA|0|0|0|0|0|0|0|1.274997157|0|0|6.4|0|0|0|7.674997157|14.15302254|1|
470|James Develin|RB|NE|460|135|0|0|0|0|0|0|4.313422234|14.79993067|0.567123299|4.586307206|34.99999282|0|0|0|0|1|2.946489431|4.399714953|NA|0|0|0|0|0|0|0|1.479993067|3.402739796|0|3.499999282|0|0|0|8.382732145|12.7824471|1|
471|Adam Thielen|WR|MIN|481|196|0|0|0|0|0|0|0|0|0|6.15|73.75|0|0|0|0|1|3.01749453|4.853907361|NA|0|0|0|0|0|0|0|0|0|0|7.375|0|0|0|7.375|12.22890736|1|
472|Tandon Doss|WR|JAX|477|194|0|0|0|0|0|0|0|0|0|6.00002786|92.62075499|0|0|0|0.795|1|3.515547457|8.039761087|NA|0|0|0|0|0|0|0|0|0|0|9.262075499|0|0|-1.59|7.672075499|15.71183659|1|
473|Ryan Grant|WR|WAS|483|197|0|0|0|0|0|0|0|0|0|7|72.9|0|0|0|0|1|2.973629182|4.573317541|NA|0|0|0|0|0|0|0|0|0|0|7.29|0|0|0|7.29|11.86331754|1|
474|Gerell Robinson|TE|DEN|484|86|0|0|0|0|0|0|0|0|0|6|72.8|0|0|0|0|1|2.827721186|3.64|NA|0|0|0|0|0|0|0|0|0|0|7.28|0|0|0|7.28|10.92|1|
475|Nick Williams|WR|PIT|484|198|0|0|0|0|0|0|0|0|0|6|72.8|0|0|0|0|1|2.827721186|3.64|NA|0|0|0|0|0|0|0|0|0|0|7.28|0|0|0|7.28|10.92|1|
476|Mark Sanchez|QB|PHI|443|56|26.79998722|16.50001268|10.80005247|201.2368219|1.500031162|2.000034206|4|8.500063234|0|0|0|0|0|0|0|1|3.991586373|11.08479962|NA|0|0|0|8.049472877|6.000124646|-4.000068412|0|0.850006323|0|0|0|0|0|0|10.89953543|21.98433506|1|
